cityId,city,province
417,Schuylkill Haven,PA
418,Bloomsburg,PA
419,Columbia,PA
420,Denver,PA
421,Kankakee,IL
422,Joliet,IL
423,Gurnee,IL
424,Glenview,IL
425,Granite City,IL
426,Cicero,IL
427,DeKalb,IL
428,Philadelphia,PA
429,Hyde Park,MA
430,Maynard,MA
431,Canyon Country,CA
432,Woodstock,GA
433,Manhattan Beach,CA
434,Merced,CA
435,Bridgeview,IL
436,Modesto,CA
437,Carson,CA
438,Dinuba,CA
439,Palo Alto,CA
440,West Sacramento,CA
441,Vallejo,CA
442,Glendale,CA
443,Chino Hills,CA
444,Hercules,CA
445,Santa Ana,CA
446,Seaside,CA
447,Daly City,CA
448,Woodland,CA
449,Watsonville,CA
450,Birmingham,AL
451,Martinsburg,WV
452,Yorktown,VA
453,Williamsburg,VA
454,Henrico,VA
455,Hampton,VA
456,Fredericksburg,VA
457,Danville,VA
458,Chantilly,VA
459,Wilburton,OK
460,Checotah,OK
461,Owasso,OK
462,Healdton,OK
463,Tallmadge,OH
464,Youngstown,OH
465,Hazel Park,MI
466,Cuyahoga Falls,OH
467,Canton,OH
468,Mount Pleasant,MI
469,Phoenix,AZ
470,College Park,MD
471,Avondale,AZ
472,La Grange,TX
473,Connersville,IN
474,Flint,MI
475,San Diego,TX
476,Freeport,IL
477,Cadillac,MI
478,Wyoming,MI
479,Grandville,MI
480,Holland,MI
481,Hillsdale,MI
482,Lowell,MI
483,Jackson,MI
484,Marshall,MI
485,Portage,MI
486,Kalamazoo,MI
487,Lansing,MI
488,Saint Johns,MI
489,Bridgeport,MI
490,Midland,MI
491,West Branch,MI
492,Clare,MI
493,Houghton Lake,MI
494,Lapeer,MI
495,Grand Blanc,MI
496,Manchester,NH
497,Wichita,KS
498,Effingham,IL
499,Olmsted Falls,OH
500,Pinole,CA
501,Antioch,CA
502,West Covina,CA
503,Dallas,GA
504,Fresno,CA
505,Fullerton,CA
506,Blue Ridge,GA
507,Corona,CA
508,Woodland Hills,CA
509,Ontario,CA
510,Sunnyvale,CA
511,Altadena,CA
512,Acworth,GA
513,Astoria,NY
514,Kingsburg,CA
515,Fort Scott,KS
516,Pismo Beach,CA
517,Grover Beach,CA
518,Nipomo,CA
519,Tulare,CA
520,Gainesville,FL
521,Oak Ridge,TN
522,Nashville,TN
523,Knoxville,TN
524,Chattanooga,TN
525,Coffeyville,KS
526,Ridgeland,MS
527,Roswell,GA
528,Rome,GA
529,Perry,GA
530,Pooler,GA
531,Coeur d'Alene,ID
532,Spring Grove,PA
533,Waynesboro,PA
534,Snow Shoe,PA
535,Mansfield,PA
536,Camp Hill,PA
537,Roaring Spring,PA
538,Titusville,PA
539,White City,OR
540,West Linn,OR
541,Troutdale,OR
542,Appleton,WI
543,Bear,DE
544,Springfield,OR
545,Camden,NJ
546,Salem,OR
547,Milton,FL
548,Bridgeville,PA
549,Hinesville,GA
550,Roseburg,OR
551,Hartwell,GA
552,Hawkinsville,GA
553,Redmond,OR
554,Portland,OR
555,Flowery Branch,GA
556,Fitzgerald,GA
557,Elberton,GA
558,Douglasville,GA
559,Ellijay,GA
560,Oregon City,OR
561,Pendleton,OR
562,Decatur,GA
563,Ontario,OR
564,Winter Springs,FL
565,Oakridge,OR
566,Newport,OR
567,Dalton,GA
568,Medford,OR
569,Cumming,GA
570,Temple,TX
571,Long Beach,WA
572,Covington,GA
573,Nashville,NC
574,Newton,NC
575,Conyers,GA
576,Mount Airy,NC
577,Mooresville,NC
578,Morganton,NC
579,Columbus,GA
580,Kinston,NC
581,Carrollton,GA
582,Destin,FL
583,Snow Hill,NC
584,Crestview,FL
585,Livingston,MT
586,Deer Lodge,MT
587,Elizabeth City,NC
588,Clermont,FL
589,Smithfield,NC
590,Lenoir,NC
591,Gulfport,MS
592,Hayesville,NC
593,Gastonia,NC
594,Eden,NC
595,Randleman,NC
596,Chapel Hill,NC
597,Carthage,NC
598,Tarboro,NC
599,Bladenboro,NC
600,Independence,OR
601,Hood River,OR
602,Red Oak,TX
603,Gladstone,OR
604,Grants Pass,OR
605,Farmington,MI
606,Winterville,NC
607,Florence,OR
608,Eugene,OR
609,Lake Park,GA
610,Falls Church,VA
611,Corvallis,OR
612,Coos Bay,OR
613,Bend,OR
614,Astoria,OR
615,Albany,OR
616,Palatka,FL
617,Winner,SD
618,Orange Park,FL
619,Vermillion,SD
620,Sioux Falls,SD
621,Watertown,SD
622,Troy,AL
623,Spearfish,SD
624,Norwalk,CT
625,Montgomery,AL
626,Rapid City,SD
627,Dana Point,CA
628,Pierre,SD
629,Chamberlain,SD
630,Alexandria,MN
631,Minneapolis,MN
632,Columbia City,IN
633,Chanhassen,MN
634,Springfield,IL
635,Rock Falls,IL
636,La Crosse,WI
637,Rantoul,IL
638,Saint Paul,MN
639,Lomita,CA
640,Lincoln,IL
641,Lebanon,IL
642,Savage,MN
643,Dixon,IL
644,South San Francisco,CA
645,Riverside,CA
646,Huntington Beach,CA
647,Roseville,CA
648,Waterloo,IA
649,Toledo,IA
650,Mount Pleasant,IA
651,Mount Vernon,IA
652,Marshalltown,IA
653,Knoxville,IA
654,Rowland Heights,CA
655,Gilroy,CA
656,Grinnell,IA
657,San Rafael,CA
658,Gardena,CA
659,Fremont,CA
660,Ermine,KY
661,Maysville,KY
662,South Williamson,KY
663,Macomb,MI
664,Oacoma,SD
665,Broken Bow,OK
666,Frackville,PA
667,Sayre,PA
668,Dublin,VA
669,Eureka,CA
670,Gordonsville,VA
671,Tucson,AZ
672,Milford,OH
673,Cincinnati,OH
674,Middletown,OH
675,Mason,OH
676,Hot Springs National Park,AR
677,Albuquerque,NM
678,Shepherdsville,KY
679,McMinnville,OR
680,Union,MO
681,Saint Cloud,MN
682,Thief River Falls,MN
683,Worthington,MN
684,Diamond Bar,CA
685,Mankato,MN
686,Rochester,MN
687,Osseo,MN
688,Shakopee,MN
689,Faribault,MN
690,Lindstrom,MN
691,Cambridge,MN
692,Colton,CA
693,Citrus Heights,CA
694,Willows,CA
695,Mesa,AZ
696,Northridge,CA
697,Lodi,CA
698,La Habra,CA
699,Lake Elsinore,CA
700,Huntington Park,CA
701,Santa Barbara,CA
702,Chino,CA
703,Campbell,CA
704,Long Beach,CA
705,Carmichael,CA
706,Spanish Fork,UT
707,Brea,CA
708,Park City,UT
709,Atascadero,CA
710,Hurricane,UT
711,Brawley,CA
712,Benicia,CA
713,Uvalde,TX
714,Bellflower,CA
715,Sherman,TX
716,Homewood,IL
717,Arcadia,CA
718,Round Lake,IL
719,Richmond,IL
720,Peru,IL
721,Palos Hills,IL
722,Belton,SC
723,North Chicago,IL
724,Normal,IL
725,Niles,IL
726,Morton,IL
727,Agoura Hills,CA
728,Jamestown,ND
729,Jessup,MD
730,Fairbanks,AK
731,Glendale Heights,IL
732,Hanover,MD
733,Kingman,AZ
734,Eagle River,AK
735,Eloy,AZ
736,Ellicott City,MD
737,Elkton,MD
738,Dundalk,MD
739,Crisfield,MD
740,Clarksville,MD
741,Catonsville,MD
742,Sebastopol,CA
743,McKinney,TX
744,Converse,TX
745,South Padre Island,TX
746,Shreveport,LA
747,Spring,TX
748,Hemet,CA
749,Corpus Christi,TX
750,Alexandria,LA
751,Fitchburg,MA
752,Winnfield,LA
753,Bastrop,LA
754,Zachary,LA
755,Port Allen,LA
756,Opelousas,LA
757,New Iberia,LA
758,Hagerstown,MD
759,Grantsville,MD
760,Cumberland,MD
761,Frostburg,MD
762,Windsor Mill,MD
763,Rosedale,MD
764,Baltimore,MD
765,Havre de Grace,MD
766,Glen Burnie,MD
767,Silver Spring,MD
768,Hyattsville,MD
769,Mullins,SC
770,Sparks,NV
771,North Las Vegas,NV
772,Henderson,NV
773,Boulder City,NV
774,Kalispell,MT
775,Great Falls,MT
776,Clarksdale,MS
777,Urbana,IL
778,Yuma,AZ
779,Tempe,AZ
780,Surprise,AZ
781,Scottsdale,AZ
782,Haleyville,AL
783,Greenville,AL
784,Green Bay,WI
785,De Pere,WI
786,Fond du Lac,WI
787,Taylor,MI
788,Romulus,MI
789,Plymouth,MI
790,Dearborn,MI
791,Saint Clair Shores,MI
792,Palmyra,ME
793,Presque Isle,ME
794,Ellsworth,ME
795,Sanford,ME
796,Cornersville,TN
797,Dickson,TN
798,Newnan,GA
799,Metter,GA
800,Manchester,GA
801,Lavonia,GA
802,Kennesaw,GA
803,League City,TX
804,Fort Worth,TX
805,Houston,TX
806,Dallas,TX
807,Austin,TX
808,Santa Fe,NM
809,Parker,CO
810,Denver,CO
811,West Hills,CA
812,Thousand Oaks,CA
813,Van Nuys,CA
814,Torrance,CA
815,Puyallup,WA
816,Lakewood,WA
817,Saint Joseph,MO
818,Saint Charles,MO
819,Perryville,MO
820,Pacific,MO
821,Monett,MO
822,Mount Vernon,MO
823,Maryland Heights,MO
824,Kirksville,MO
825,Kansas City,MO
826,Jefferson City,MO
827,Hazelwood,MO
828,Fenton,MO
829,Eureka,MO
830,Farmington,MO
831,Dexter,MO
832,Littleton,CO
833,Livingston,TN
834,Mount Juliet,TN
835,Jonesborough,TN
836,Jackson,TN
837,Hixson,TN
838,Greeneville,TN
839,Columbia,TN
840,Memphis,TN
841,Brighton,CO
842,Bedford,TX
843,Seaford,DE
844,Redding,CA
845,Westminster,CA
846,Gonzales,CA
847,Belmont,CA
848,Durant,OK
849,Sachse,TX
850,Waterford,MI
851,Wagoner,OK
852,Cuero,TX
853,Bixby,OK
854,Amarillo,TX
855,Waco,TX
856,Weatherford,TX
857,Poteau,OK
858,Glenpool,OK
859,Edmond,OK
860,Guthrie,OK
861,Hope,AR
862,Fort Smith,AR
863,Conway,AR
864,Cabot,AR
865,Bentonville,AR
866,Janesville,WI
867,Hayward,CA
868,Boulder,CO
869,Ventura,CA
870,National City,CA
871,Plattsmouth,NE
872,Tullahoma,TN
873,Arapahoe,NE
874,Dayton,TN
875,Grand Island,NE
876,Signal Mountain,TN
877,Midland,TX
878,Ocoee,TN
879,Dunlap,TN
880,Humble,TX
881,Spring Hill,TN
882,Cleveland,TN
883,Grapevine,TX
884,White House,TN
885,Shelbyville,TN
886,Smithville,TN
887,Old Hickory,TN
888,Murfreesboro,TN
889,Oakland,OR
890,Windsor,CO
891,North Bend,OR
892,Molalla,OR
893,Hendersonville,TN
894,Lebanon,TN
895,Gunnison,CO
896,Lake Oswego,OR
897,Gallatin,TN
898,John Day,OR
899,Goodlettsville,TN
900,Hartsville,TN
901,Irvine,CA
902,Oswego,IL
903,Lake Orion,MI
904,Buford,GA
905,Castle Rock,CO
906,Cleveland,OH
907,Somerville,MA
908,Lewes,DE
909,Tulsa,OK
910,Milford,CT
911,Arvada,CO
912,Cleveland,TX
913,Port Washington,WI
914,Rensselaer,IN
915,Wapakoneta,OH
916,Wadsworth,OH
917,Whitmore Lake,MI
918,Monaca,PA
919,Grandview,MO
920,Upland,CA
921,Valencia,CA
922,Seal Beach,CA
923,Santee,CA
924,Bethalto,IL
925,Marrero,LA
926,Prince Frederick,MD
927,Cypress,CA
928,Vandalia,IL
929,Taylorville,IL
930,Sullivan,IL
931,Winter Park,FL
932,Sumter,SC
933,North Myrtle Beach,SC
934,Simpsonville,SC
935,Lexington,SC
936,Piedmont,SC
937,Allendale,SC
938,Columbia,SC
939,Aiken,SC
940,Glendale,AZ
941,Parkersburg,WV
942,Wausau,WI
943,Rothschild,WI
944,Oshkosh,WI
945,Wise,VA
946,Williston,VT
947,El Monte,CA
948,Costa Mesa,CA
949,Westborough,MA
950,Tacoma,WA
951,Chicopee,MA
952,Spokane,WA
953,Toppenish,WA
954,Selah,WA
955,Silverdale,WA
956,Kearney,NE
957,Renton,WA
958,Sweetwater,TN
959,Pullman,WA
960,Pleasantville,NY
961,Elmhurst,NY
962,Redmond,WA
963,Prosser,WA
964,Middletown,CT
965,Uncasville,CT
966,Goodland,KS
967,Capitol Heights,MD
968,Lake Worth,FL
969,Gretna,LA
970,Junction City,KS
971,Louisville,KY
972,West Frankfort,IL
973,Bridge City,TX
974,Nottingham,MD
975,Granite Bay,CA
976,Keene,NH
977,Grand Junction,CO
978,Cameron,NC
979,Harrisburg,IL
980,Burley,ID
981,Reynoldsburg,OH
982,Beaumont,TX
983,Whitsett,NC
984,Charles Town,WV
985,Palmetto,FL
986,Coldwater,MI
987,Toccoa,GA
988,Bolivar,TN
989,Franklin,WI
990,Dunn,NC
991,Lake Charles,LA
992,Lemon Grove,CA
993,Griffin,GA
994,Grand Prairie,TX
995,Evanston,WY
996,Kansas City,KS
997,Longview,WA
998,Vancouver,WA
999,Greenwood,SC
1000,Marion,VA
1001,Kissimmee,FL
1002,Sunland,CA
1003,Germantown,TN
1004,Newbury Park,CA
1005,La Quinta,CA
1006,Lawton,OK
1007,Leitchfield,KY
1008,Scottsbluff,NE
1009,Cedar City,UT
1010,Carlsbad,CA
1011,Hurst,TX
1012,Fort Lauderdale,FL
1013,Las Cruces,NM
1014,Cary,NC
1015,Yonkers,NY
1016,Atoka,OK
1017,Vinita,OK
1018,Harrah,OK
1019,Bartlesville,OK
1020,Howell,MI
1021,Ithaca,NY
1022,Reseda,CA
1023,Anaheim,CA
1024,White Lake,MI
1025,Salina,KS
1026,Hutchinson,KS
1027,Santa Clara,CA
1028,Pasadena,CA
1029,Santa Rosa,CA
1030,Jonesboro,AR
1031,King City,CA
1032,Imperial Beach,CA
1033,Highland,CA
1034,Garden Grove,CA
1035,Galt,CA
1036,Fortuna,CA
1037,Loretto,TN
1038,Kingsport,TN
1039,Oneida,TN
1040,Mary Esther,FL
1041,Tampa,FL
1042,Lakeland,FL
1043,Yulee,FL
1044,Ocala,FL
1045,Pulaski,TN
1046,Clinton,TN
1047,Morristown,TN
1048,Madison,TN
1049,Maryville,TN
1050,Sevierville,TN
1051,Decherd,TN
1052,Irmo,SC
1053,Shelby,NC
1054,Rome,NY
1055,Alden,NY
1056,Westerville,OH
1057,Brookville,OH
1058,Manchester,CT
1059,Santa Clarita,CA
1060,Valdosta,GA
1061,Quitman,GA
1062,Perry,OK
1063,Mangum,OK
1064,Miami,OK
1065,Norman,OK
1066,Culver City,CA
1067,Mountain View,CA
1068,Davis,CA
1069,Newport Beach,CA
1070,Richardson,TX
1071,Rockwall,TX
1072,Mesquite,TX
1073,Longview,TX
1074,Wichita Falls,TX
1075,Beaufort,SC
1076,Lenoir City,TN
1077,Union,SC
1078,Charleston,SC
1079,Victoria,TX
1080,Pompano Beach,FL
1081,Carrollton,TX
1082,Eau Claire,WI
1083,Cedarburg,WI
1084,Chetek,WI
1085,Frederick,MD
1086,Asheville,NC
1087,Independence,KS
1088,Warwick,RI
1089,Taylor,AZ
1090,Sierra Vista,AZ
1091,Lake Havasu City,AZ
1092,Fountain Hills,AZ
1093,Horse Shoe,NC
1094,Marshall,MN
1095,Williams,AZ
1096,Princeton,MN
1097,South Saint Paul,MN
1098,Moorhead,MN
1099,Wickenburg,AZ
1100,Springerville,AZ
1101,Sun City,AZ
1102,Show Low,AZ
1103,Sedona,AZ
1104,Southlake,TX
1105,Inglewood,CA
1106,Arcadia,FL
1107,Lady Lake,FL
1108,Colorado Springs,CO
1109,Englewood,CO
1110,Covina,CA
1111,Alameda,CA
1112,Providence,RI
1113,Norristown,PA
1114,Beech Grove,IN
1115,Jasper,IN
1116,Little Rock,AR
1117,Pittsburgh,PA
1118,Myrtle Beach,SC
1119,Elyria,OH
1120,Bellmore,NY
1121,Des Moines,IA
1122,Goldsboro,NC
1123,Greenville,SC
1124,West Chester,PA
1125,Watertown,MA
1126,New Castle,DE
1127,Albany,CA
1128,San Francisco,CA
1129,Monroe,MI
1130,Jersey City,NJ
1131,Battle Creek,MI
1132,Toledo,OH
1133,Xenia,OH
1134,North Canton,OH
1135,Brunswick,OH
1136,Mount Gilead,OH
1137,Central,SC
1138,Peoria,AZ
1139,Aurora,OH
1140,Wooster,OH
1141,North Royalton,OH
1142,Harrison,OH
1143,Whitehouse,OH
1144,North Versailles,PA
1145,New Lexington,OH
1146,Springfield,OH
1147,Pickerington,OH
1148,Rockmart,GA
1149,Concord,CA
1150,Harlan,IA
1151,Ringgold,GA
1152,Peachtree Corners,GA
1153,Ocilla,GA
1154,Greensboro,GA
1155,Eatonton,GA
1156,Cordele,GA
1157,Brownsburg,IN
1158,Rochester,NY
1159,Syracuse,NY
1160,North Tonawanda,NY
1161,Hicksville,NY
1162,Oneida,NY
1163,Roosevelt,NY
1164,Frankfort,NY
1165,East Meadow,NY
1166,Walton,NY
1167,West Warwick,RI
1168,Bay Shore,NY
1169,Lindenhurst,NY
1170,Jacksonville,NC
1171,Spring Lake,NC
1172,Cave Creek,AZ
1173,Parker,AZ
1174,Nogales,AZ
1175,Clearwater Beach,FL
1176,Miami Gardens,FL
1177,Clearwater,FL
1178,Cape Coral,FL
1179,Bartow,FL
1180,Boynton Beach,FL
1181,Bradenton,FL
1182,Bonifay,FL
1183,Williamsburg,KY
1184,Sebastian,FL
1185,Pendleton,KY
1186,Melbourne,FL
1187,Saint Petersburg,FL
1188,Warsaw,IN
1189,Loogootee,IN
1190,Elkhart,IN
1191,Winamac,IN
1192,Commerce,GA
1193,Mableton,GA
1194,Athens,GA
1195,Norcross,GA
1196,Nashville,GA
1197,Daytona Beach,FL
1198,Okeechobee,FL
1199,Peekskill,NY
1200,Centereach,NY
1201,Niagara Falls,NY
1202,East Aurora,NY
1203,North Babylon,NY
1204,Saint Clairsville,OH
1205,Baldwin,NY
1206,Central Islip,NY
1207,Independence,OH
1208,Ottawa,OH
1209,Springboro,OH
1210,Sidney,OH
1211,Newark,OH
1212,Niles,OH
1213,Louisville,OH
1214,Napoleon,OH
1215,Middlefield,OH
1216,Millersburg,OH
1217,Medina,OH
1218,Mansfield,OH
1219,Allendale,MI
1220,Quincy,FL
1221,Plant City,FL
1222,Hollywood,FL
1223,Palm Bay,FL
1224,Clarkston,MI
1225,Burton,MI
1226,Pontiac,MI
1227,Frankenmuth,MI
1228,Auburn,MI
1229,Sandusky,MI
1230,Hudsonville,MI
1231,Warren,MI
1232,Cedar Springs,MI
1233,Norway,MI
1234,Comstock Park,MI
1235,Trenton,MI
1236,Centreville,MI
1237,Royal Oak,MI
1238,Traverse City,MI
1239,Keego Harbor,MI
1240,Burlingame,CA
1241,El Sobrante,CA
1242,Rohnert Park,CA
1243,Richmond,CA
1244,Waynesville,OH
1245,Barberton,OH
1246,Martins Ferry,OH
1247,Wickliffe,OH
1248,Delaware,OH
1249,Zanesville,OH
1250,Girard,OH
1251,Oberlin,OH
1252,Bedford,OH
1253,Byesville,OH
1254,Huron,OH
1255,Batavia,OH
1256,Newton Falls,OH
1257,Findlay,OH
1258,Toronto,OH
1259,Fremont,OH
1260,Ottawa,IL
1261,Williamstown,NJ
1262,Soda Springs,ID
1263,Blackfoot,ID
1264,Ponderay,ID
1265,Post Falls,ID
1266,Ririe,ID
1267,Twin Falls,ID
